Standing
!⸮⸮⸮⸮⸮14460,-7164,-5764,-405,-100,-20
14196,-7264,-5768,-75,106,-198
14000,-7228,-5916,123,-146,-418
14160,-7516,-5892,69,-415,-400
14116,-7112,-5784,399,-362,-605
14188,-7032,-5708,303,-712,-391
14580,-7092,-5848,-6,-708,222
14088,-6704,-6384,-475,-246,-162
14336,-7400,-5396,-1396,-881,459
14660,-7188,-6392,-857,753,247
14132,-6732,-6168,-2446,353,1397
14408,-7916,-6540,-2776,728,1889
14384,-7668,-7236,-776,537,1214
13492,-6772,-5972,-1731,31,1111
13588,-7648,-6044,-1377,797,954
13840,-8788,-7400,999,-974,817
12020,-8468,-5004,1362,-2579,-1453
14072,-7316,-8264,3386,-4683,-3726
13108,-8072,-6900,-585,232,-69
13188,-8408,-6936,-688,-505,181
12984,-8072,-6868,-1026,-291,941
13044,-8232,-7268,-744,-334,952
12724,-8160,-7440,229,-775,59
12908,-7732,-7424,-258,-772,-80
13364,-7932,-7592,-1023,-351,267
13040,-8024,-7624,-2026,901,923
12524,-8548,-7760,-906,596,389
12468,-8484,-8028,-544,700,136
12452,-8436,-7668,-612,-410,340
12772,-8508,-7944,-162,120,274
12428,-8288,-7716,572,-158,-766
12568,-8004,-7576,191,-822,-513
12724,-8036,-7660,-260,-852,-366
12968,-8568,-7640,-302,-77,2
12592,-8192,-7420,171,47,-312
12464,-8020,-7776,-205,-100,35
12644,-8236,-8064,-378,49,114
12576,-8628,-7488,-130,574,-20
12708,-7996,-7736,-738,-422,68
12996,-8316,-7880,-555,-235,-335
12560,-8528,-7580,-476,-29,-464
12492,-8616,-7640,-482,37,-106
12536,-8400,-7692,-167,-90,-197
12596,-8320,-7832,-75,-290,-134
12700,-8188,-7760,-256,-192,-127
12636,-8316,-7860,-379,-7,-133
12636,-8424,-7748,-205,-53,-100
12472,-8416,-7660,-304,114,-174
12524,-8292,-7716,-477,-78,-303
12548,-8420,-7788,-242,125,93
12496,-8208,-7772,-204,-145,-128
12604,-8360,-7704,-212,-209,-244
12804,-8292,-7776,-303,-22,-226
12776,-8248,-7856,-307,205,-262
12560,-8200,-7548,-306,-145,-237
12536,-8316,-7776,-127,-305,-189
12596,-8248,-7868,-207,-205,-218
12616,-8232,-7724,-225,-289,-251
12876,-8116,-7528,113,-583,-413
12664,-8276,-7648,-59,202,-476
12548,-8196,-7428,-128,-69,-196
12616,-8176,-7456,-433,-236,78
12704,-8328,-7664,-382,-220,79
12584,-8336,-7784,-336,69,-177
12732,-8180,-7920,-163,4,-286
12448,-8208,-7676,-90,-62,-456
12556,-8312,-7664,-193,-158,-322
12568,-8236,-7656,-180,-258,-247
12728,-8172,-7848,-297,-268,-118
12696,-8256,-7804,-394,-414,-255
12368,-8320,-7568,119,-213,-443
12664,-8196,-7760,84,-628,-204
12640,-8228,-7852,68,-230,-235
12616,-8076,-7660,-39,-253,-159
12768,-8096,-7724,-139,-95,-243
12420,-8128,-7624,-361,-150,-236
12684,-8212,-7720,-176,-348,-324
12724,-8356,-7884,-87,-333,-412
12568,-8304,-7820,-44,-259,-279
12712,-8348,-7816,-396,-207,273
12696,-8116,-7560,-551,-3,941
12364,-8248,-7584,315,-500,-929
12500,-7612,-7900,-414,-39,-48
12760,-8728,-7892,-2143,18,1501
11940,-9096,-6852,-1262,1506,1546
12848,-8972,-8820,918,-358,-2286
11616,-7912,-7460,-92,512,-1305
13112,-8812,-7960,119,-126,-1210
12712,-7940,-7224,339,380,-1141
12664,-8212,-7744,489,-1019,-438
13040,-8056,-7644,143,-644,-452
13032,-8540,-7036,-162,-860,-449
12716,-7896,-7236,275,126,-180
12812,-7796,-7564,-292,-346,338
13080,-7956,-8328,-63,-512,-181
12664,-8072,-7804,-136,-210,-68
12560,-8040,-7940,877,-1601,-1050
12804,-8256,-8448,899,-650,-1454
12372,-8616,-7368,2030,-1545,-2726
14180,-8736,-9376,4175,-517,-3614
12648,-6472,-7272,-289,3377,91
13888,-6968,-7024,113,964,458
13492,-8452,-6592,-141,3112,583
13640,-7024,-5536,1649,-21,-783
14184,-8256,-5940,-2598,2027,5020
12752,-9060,-5856,-557,1849,2625
12524,-9756,-5320,325,-136,635
12800,-9484,-4988,759,-1651,-751
13828,-8832,-5700,-559,-83,260
12696,-9592,-5440,-1812,1920,1916
13004,-9644,-5492,-733,360,487
12360,-9540,-5352,-1514,112,627
12664,-10404,-5920,-695,-1044,-232
12888,-9276,-6064,1386,-1948,-1909
12844,-9456,-6024,476,-1010,-901
12780,-9336,-5812,165,-634,-375
13244,-8984,-6272,-369,-225,-86
13184,-9596,-7312,-684,951,1258
11268,-9716,-5352,-1176,1542,1557
12348,-9836,-5844,297,-1583,29
12780,-9772,-5908,660,-1059,-611
12812,-9788,-5656,343,-183,168
12572,-9680,-5460,-1070,912,824
12304,-10268,-5860,-1442,1730,1503
11828,-9756,-5864,-1644,771,997
11544,-10472,-5532,-2429,196,432
12568,-10700,-6000,-626,-1290,-1070
13348,-9720,-6332,-3816,4439,4334
10896,-10744,-5724,-4483,4354,2550
10924,-11084,-6988,-2094,387,-592
11704,-11172,-5896,471,-2092,-1371
12944,-8796,-7004,-951,1076,-542
12004,-8652,-7628,-2052,3092,682
11404,-10340,-4692,-3083,4910,1851
11428,-9916,-6900,-4068,1083,1668
11820,-10376,-6872,-1427,-758,-122
12120,-9944,-6780,-80,-1106,-1145
11872,-10292,-6396,234,-1238,-1466
12728,-9352,-7240,-640,1467,564
12528,-10748,-6600,1220,443,-885
11924,-10352,-6256,1483,-25,-442
11908,-9440,-6376,407,184,537
12776,-8548,-7288,-1793,3084,2940
11620,-10104,-6672,-121,-251,153
11732,-10364,-6372,-580,-1242,-106
12136,-10040,-6580,-1221,-604,-229
11612,-10288,-6248,-475,-1010,-1027
12468,-9244,-6836,36,-956,-1461
12120,-10608,-6360,-831,558,-444
12028,-10100,-6936,-944,672,339
11708,-10156,-6848,-294,135,-328
11780,-10088,-6768,668,-150,-738
12072,-9448,-6664,-45,327,-352
11472,-10108,-6468,-855,68,156
10336,-11680,-6128,3356,-5397,-4526
13076,-8972,-6128,3322,-1783,-2172
12352,-8720,-6496,-146,607,882
12424,-9088,-6760,215,-1000,10
12152,-9480,-7240,3892,-4905,-4864
12708,-8280,-6436,419,-1867,-1687
12848,-9356,-6504,-2176,-369,60
12492,-9992,-6360,-1160,-953,-1067
12748,-8896,-7584,-647,10,-430
12208,-9048,-7336,-309,-400,-431
12444,-8556,-7792,-374,28,196
12300,-8700,-7576,-771,-125,155
12480,-8564,-7332,-645,-385,-52
12564,-9016,-7536,-542,-1633,-801
12756,-8788,-7900,26,-246,-587
12100,-8760,-7604,-149,167,-463
12336,-8844,-7800,-78,-355,-135
12368,-8772,-7704,-27,-166,-169
12424,-8692,-7492,54,-260,-310
12500,-8652,-7504,-347,38,53
12368,-8688,-7608,-653,239,330
12148,-8788,-7576,-672,151,263
12284,-8748,-7636,-551,-25,-106
12168,-8740,-7540,-217,-203,-447
12420,-8648,-7656,-532,-45,-134
12312,-8748,-7712,-606,27,-37
12412,-8872,-7760,-263,44,-305
12228,-8672,-7664,146,-69,-713
12468,-8396,-7784,114,-335,-850
12492,-8624,-7344,-211,-195,-420
12884,-8612,-7652,43,-271,-489
12252,-8496,-7576,-39,347,-286
12612,-8208,-7164,-241,-617,-230
13152,-8276,-7508,-427,335,293
12232,-8656,-7780,-849,272,242
12656,-8532,-7644,-193,-10,-207
12288,-8608,-7560,-30,-137,-413
13116,-8620,-7180,-329,-628,-540
11680,-8388,-6716,-163,869,-113
12780,-8376,-7456,-823,-1953,151
14232,-8356,-7604,-222,-268,-710
11976,-9076,-6820,-458,2700,263
12012,-9696,-6604,1198,148,-1188
13148,-9068,-7236,1744,485,-444
12672,-8204,-6852,724,957,-106
12688,-7992,-6408,-365,167,781
13636,-8380,-6920,-655,-444,117
13144,-8652,-6508,-1086,357,-528
13056,-8716,-6272,-598,-481,-1100
13084,-8840,-6404,-205,-132,-948
13180,-9148,-7048,-576,-52,-120
12696,-8540,-6532,-599,143,213
12796,-8548,-6624,-601,-561,640
12800,-8304,-6452,-109,-703,351
13048,-7732,-7084,-498,-1578,135
13404,-10076,-6900,-2269,-714,904
13508,-9304,-9060,-1510,1513,507
12228,-8828,-7152,-691,922,615
12408,-8508,-7048,-1561,588,1291
12684,-9180,-7336,-762,31,447
12324,-8816,-7388,-559,447,314
12172,-8976,-6896,441,-1073,-608
12964,-8836,-7364,84,-735,-486
12316,-9168,-7364,-165,492,-259
12480,-8976,-7720,153,-467,-164
12300,-8760,-6876,-95,-806,-336
12968,-8836,-7304,-730,-243,200
12504,-8668,-7444,-738,407,40
12308,-9216,-7400,-758,329,216
12300,-8748,-7544,-511,255,219
12184,-8692,-7500,-726,-34,161
12476,-8728,-7776,-690,-1,-141
12196,-9212,-7896,-967,413,457
12052,-9008,-7204,-636,-112,402
12516,-9084,-7540,536,-609,-338
12248,-8636,-7584,524,-262,-603
12228,-9104,-7704,341,-774,-776
12380,-8832,-7152,-396,-427,-66
12700,-8608,-7284,-601,53,-82
12464,-9120,-7860,-522,338,32
11808,-9660,-7868,150,-22,16
12016,-8404,-7712,557,-117,-422
12600,-8540,-6852,347,-1260,-793
12924,-8576,-7416,-1333,243,559
12260,-8888,-7300,-1949,1296,768
12140,-9120,-8016,-1459,1049,463
11720,-9072,-7856,-937,425,0
11628,-10768,-6688,-1961,1212,2235
12144,-9176,-7072,-105,334,-54
12004,-9164,-7540,380,-533,-887
12248,-9248,-6516,583,-1595,-334
13024,-9156,-7844,312,-246,-269
13196,-6920,-9380,-895,2169,1314
11464,-9620,-5768,-1503,2411,2234
11984,-9120,-7312,-857,271,381
11744,-10152,-7076,-270,37,-443
11792,-9912,-6820,204,-854,-876
12096,-9736,-6764,373,-421,-686
12152,-9748,-6860,418,-649,-756
12316,-9744,-6868,193,-238,-478
11776,-9524,-6560,333,170,-807
12116,-9420,-7068,100,-377,-956
12156,-9884,-6636,-279,-356,-732
12272,-9652,-6928,-405,-151,-377
12600,-10040,-6848,627,-447,-1337
12308,-9912,-6800,1174,-793,-843
12876,-9112,-6660,1138,238,-971
12412,-9304,-6264,163,717,-229
12332,-9676,-6920,-2260,640,1437
13228,-9112,-6196,-435,-485,-422
12060,-10988,-6104,411,-602,-1748
12324,-9128,-6704,-609,675,9
12436,-8852,-6532,-1892,24,685
12524,-9588,-6752,-1754,-322,963
12220,-8744,-7160,-1152,-126,292
12392,-9796,-7268,-1297,-597,297
12180,-10020,-6624,1743,-1813,-2415
12092,-9388,-7320,444,-697,-72
12184,-9476,-6420,-99,-696,-109
12512,-9364,-7292,58,-208,-113
12024,-9244,-7256,-38,-28,-147
12368,-9400,-7008,49,-653,-349
12472,-9612,-7164,-221,117,-185
11996,-9596,-6964,-311,67,-61
